question_id,topic,question_text,choices,nb_choices,answer,answer_ET,answers_community,nb_comments,url,page
59,1,"A data engineer has realized that they made a mistake when making a daily update to a table. They need to use Delta time travel to restore the table to a version that is 3 days old. However, when the data engineer attempts to time travel to the older version, they are unable to restore the data because the data files have been deleted.

Which of the following explains why the data files are no longer present?","A. The VACUUM command was run on the table
B. The TIME TRAVEL command was run on the table
C. The DELETE HISTORY command was run on the table
D. The OPTIMIZE command was nun on the table",4,A,A,A (100%),1,https://www.examtopics.com/discussions/databricks/view/153045-exam-certified-data-engineer-associate-topic-1-question-151/,12
60,1,Which of the following describes the relationship between Bronze tables and raw data?,"A. Bronze tables contain less data than raw data files.
B. Bronze tables contain more truthful data than raw data.
C. Bronze tables contain raw data with a schema applied.
D. Bronze tables contain a less refined view of data than raw data.",4,C,C,C (100%),1,https://www.examtopics.com/discussions/databricks/view/153046-exam-certified-data-engineer-associate-topic-1-question-152/,12
61,1,"A data engineer only wants to execute the final block of a Python program if the Python variable day_of_week is equal to 1 and the Python variable review_period is True.

Which of the following control flow statements should the data engineer use to begin this conditionally executed code block?","A. if day_of_week = 1 and review_period:
B. if day_of_week = 1 and review_period = ""True"":
C. if day_of_week = 1 & review_period: = ""True"":
D. if day_of_week == 1 and review_period:",4,D,D,D (100%),3,https://www.examtopics.com/discussions/databricks/view/152587-exam-certified-data-engineer-associate-topic-1-question-153/,13
62,1,Which of the following must be specified when creating a new Delta Live Tables pipeline?,"A. A key-value pair configuration
B. At least one notebook library to be executed
C. A path to cloud storage location for the written data
D. A location of a target database for the written data",4,B,B,B (100%),1,https://www.examtopics.com/discussions/databricks/view/153047-exam-certified-data-engineer-associate-topic-1-question-154/,13
63,1,In which of the following scenarios should a data engineer select a Task in the Depends On field of a new Databricks Job Task?,"A. When another task needs to be replaced by the new task
B. When another task needs to successfully complete before the new task begins
C. When another task has the same dependency libraries as the new task
D. When another task needs to use as little compute resources as possible",4,B,B,B (100%),1,https://www.examtopics.com/discussions/databricks/view/153048-exam-certified-data-engineer-associate-topic-1-question-155/,13
64,1,"A data engineering team has two tables. The first table march_transactions is a collection of all retail transactions in the month of March. The second table april_transactions is a collection of all retail transactions in the month of April. There are no duplicate records between the tables.

Which of the following commands should be run to create a new table all_transactions that contains all records from march_transactions and april_transactions without duplicate records?","A. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
INNER JOIN SELECT * FROM april_transactions;
B. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
UNION SELECT * FROM april_transactions;
C. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
OUTER JOIN SELECT * FROM april_transactions;
D. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
INTERSECT SELECT * from april_transactions;",4,B,B,B (100%),1,https://www.examtopics.com/discussions/databricks/view/153053-exam-certified-data-engineer-associate-topic-1-question-156/,13
65,1,How can Git operations must be performed outside of Databricks Repos?,"A. Commit
B. Pull
C. Merge
D. Clone",4,C,C,C (86%) | 14%,6,https://www.examtopics.com/discussions/databricks/view/153054-exam-certified-data-engineer-associate-topic-1-question-157/,13
66,1,"A data engineer has joined an existing project and they see the following query in the project repository:

CREATE STREAMING LIVE TABLE loyal_customers AS

SELECT customer_id -
FROM STREAM(LIVE.customers)
WHERE loyalty_level = 'high';

Which of the following describes why the STREAM function is included in the query?","A. The STREAM function is not needed and will cause an error.
B. The data in the customers table has been updated since its last run.
C. The customers table is a streaming live table.
D. The customers table is a reference to a Structured Streaming query on a PySpark DataFrame.",4,C,C,C (100%),1,https://www.examtopics.com/discussions/databricks/view/153055-exam-certified-data-engineer-associate-topic-1-question-158/,14
67,1,Which Structured Streaming query is performing a hop from a Silver table to a Gold table?,"A. 
B. 
C. 
D. ",4,D,D,D (75%) | B (25%),3,https://www.examtopics.com/discussions/databricks/view/152588-exam-certified-data-engineer-associate-topic-1-question-159/,14
68,1,Which of the following commands can be used to write data into a Delta table while avoiding the writing of duplicate records?,"A. DROP
B. IGNORE
C. MERGE
D. APPEND
E. INSERT",5,C,C,C (95%) | 5%,17,https://www.examtopics.com/discussions/databricks/view/104863-exam-certified-data-engineer-associate-topic-1-question-16/,14
69,1,"A data organization leader is upset about the data analysis team’s reports being different from the data engineering team’s reports. The leader believes the siloed nature of their organization’s data engineering and data analysis architectures is to blame.

Which of the following describes how a data lakehouse could alleviate this issue?","A. Both teams would respond more quickly to ad-hoc requests
B. Both teams would use the same source of truth for their work
C. Both teams would reorganize to report to the same department
D. Both teams would be able to collaborate on projects in real-time",4,B,B,B (100%),1,https://www.examtopics.com/discussions/databricks/view/152590-exam-certified-data-engineer-associate-topic-1-question-160/,14
70,1,"A data analyst has developed a query that runs against Delta table. They want help from the data engineering team to implement a series of tests to ensure the data returned by the query is clean. However, the data engineering team uses Python for its tests rather than SQL.

Which of the following operations could the data engineering team use to run the query and operate with the results in PySpark?","A. SELECT * FROM sales
B. spark.delta.table
C. spark.sql
D. spark.table",4,C,C,C (100%),1,https://www.examtopics.com/discussions/databricks/view/152591-exam-certified-data-engineer-associate-topic-1-question-161/,14
71,1,"A data engineer has a Job that has a complex run schedule, and they want to transfer that schedule to other Jobs.

Rather than manually selecting each value in the scheduling form in Databricks, which of the following tools can the data engineer use to represent and submit the schedule programmatically?","A. pyspark.sql.types.DateType
B. datetime
C. pyspark.sql.types.TimestampType
D. Cron syntax",4,D,D,D (100%),1,https://www.examtopics.com/discussions/databricks/view/153060-exam-certified-data-engineer-associate-topic-1-question-162/,15
72,1,"A data engineer and data analyst are working together on a data pipeline. The data engineer is working on the raw, bronze, and silver layers of the pipeline using Python, and the data analyst is working on the gold layer of the pipeline using SQL. The raw source of the pipeline is a streaming input. They now want to migrate their pipeline to use Delta Live Tables.

Which of the following changes will need to be made to the pipeline when migrating to Delta Live Tables?","A. The pipeline will need to be written entirely in Python
B. The pipeline will need to stop using the medallion-based multi-hop architecture
C. The pipeline will need to be written entirely in SQL
D. The pipeline will need to use a batch source in place of a streaming source",4,D,D,D (50%) | A (40%) | 10%,5,https://www.examtopics.com/discussions/databricks/view/152592-exam-certified-data-engineer-associate-topic-1-question-163/,15
73,1,"A data engineer needs access to a table new_table, but they do not have the correct permissions. They can ask the table owner for permission, but they do not know who the table owner is.

Which of the following approaches can be used to identify the owner of new_table?","A. Review the Permissions tab in the table's page in Data Explorer
B. There is no way to identify the owner of the table
C. Review the Owner field in the table's page in Data Explorer
D. Review the Owner field in the table's page in the cloud storage solution",4,C,C,C (100%),1,https://www.examtopics.com/discussions/databricks/view/153062-exam-certified-data-engineer-associate-topic-1-question-164/,15
74,1,In which of the following scenarios should a data engineer use the MERGE INTO command instead of the INSERT INTO command?,"A. When the location of the data needs to be changed
B. When the target table is an external table
C. When the source is not a Delta table
D. When the target table cannot contain duplicate records",4,D,D,D (100%),1,https://www.examtopics.com/discussions/databricks/view/153065-exam-certified-data-engineer-associate-topic-1-question-166/,15
75,1,"A data engineer is designing a data pipeline. The source system generates files in a shared directory that is also used by other processes. As a result, the files should be kept as is and will accumulate in the directory. The data engineer needs to identify which files are new since the previous run in the pipeline, and set up the pipeline to only ingest those new files with each run.

Which of the following tools can the data engineer use to solve this problem?","A. Unity Catalog
B. Delta Lake
C. Databricks SQL
D. Auto Loader",4,D,D,D (100%),1,https://www.examtopics.com/discussions/databricks/view/153066-exam-certified-data-engineer-associate-topic-1-question-167/,15
76,1,What is stored in the Databricks customer's cloud account?,"A. Databricks web application
B. Cluster management metadata
C. Notebooks
D. Data",4,D,D,D (100%),1,https://www.examtopics.com/discussions/databricks/view/153067-exam-certified-data-engineer-associate-topic-1-question-168/,16
77,1,"A data engineer wants to create a relational object by pulling data from two tables. The relational object does not need to be used by other data engineers in other sessions. In order to save on storage costs, the data engineer wants to avoid copying and storing physical data.

Which of the following relational objects should the data engineer create?","A. Spark SQL Table
B. View
C. Delta Table
D. Temporary view",4,D,D,D (100%),1,https://www.examtopics.com/discussions/databricks/view/153069-exam-certified-data-engineer-associate-topic-1-question-169/,16
78,1,"A data engineer needs to apply custom logic to string column city in table stores for a specific use case. In order to apply this custom logic at scale, the data engineer wants to create a SQL user-defined function (UDF).
Which of the following code blocks creates this SQL UDF?","A. 
B. 
C. 
D. 
E. ",5,A,A,A (100%),26,https://www.examtopics.com/discussions/databricks/view/104636-exam-certified-data-engineer-associate-topic-1-question-17/,16
79,1,Which of the following commands will return the number of null values in the member_id column?,"A. SELECT count(member_id) FROM my_table;
B. SELECT count(member_id) - count_null(member_id) FROM my_table;
C. SELECT count_if(member_id IS NULL) FROM my_table;
D. SELECT null(member_id) FROM my_table;",4,C,C,C (100%),1,https://www.examtopics.com/discussions/databricks/view/153071-exam-certified-data-engineer-associate-topic-1-question-170/,16
80,1,Which tool is used by Auto Loader to process data incrementally?,"A. Checkpointing
B. Spark Structured Streaming
C. Databricks SQL
D. Unity Catalog",4,B,B,B (100%),1,https://www.examtopics.com/discussions/databricks/view/153073-exam-certified-data-engineer-associate-topic-1-question-171/,16
81,1,"A data engineer is working with two tables. Each of these tables is displayed below in its entirety.

//IMG//


The data engineer runs the following query to join these tables together:

//IMG//


Which of the following will be returned by the above query?","A. 
B. 
C. 
D. ",4,C,C,C (100%),1,https://www.examtopics.com/discussions/databricks/view/152757-exam-certified-data-engineer-associate-topic-1-question-173/,17
82,1,"A data analyst has a series of queries in a SQL program. The data analyst wants this program to run every day. They only want the final query in the program to run on Sundays. They ask for help from the data engineering team to complete this task.
Which of the following approaches could be used by the data engineering team to complete this task?","A. They could submit a feature request with Databricks to add this functionality.
B. They could wrap the queries using PySpark and use Python’s control flow system to determine when to run the final query.
C. They could only run the entire program on Sundays.
D. They could automatically restrict access to the source table in the final query so that it is only accessible on Sundays.
E. They could redesign the data model to separate the data used in the final query into a new table.",5,B,B,B (100%),13,https://www.examtopics.com/discussions/databricks/view/105035-exam-certified-data-engineer-associate-topic-1-question-18/,17
83,1,"A data engineer runs a statement every day to copy the previous day’s sales into the table transactions. Each day’s sales are in their own file in the location ""/transactions/raw"".
Today, the data engineer runs the following command to complete this task:
//IMG//

After running the command today, the data engineer notices that the number of records in table transactions has not changed.
Which of the following describes why the statement might not have copied any new records into the table?","A. The format of the files to be copied were not included with the FORMAT_OPTIONS keyword.
B. The names of the files to be copied were not included with the FILES keyword.
C. The previous day’s file has already been copied into the table.
D. The PARQUET file format does not support COPY INTO.
E. The COPY INTO statement requires the table to be refreshed to view the copied rows.",5,C,C,C (81%) | Other,19,https://www.examtopics.com/discussions/databricks/view/105038-exam-certified-data-engineer-associate-topic-1-question-19/,17
84,1,Which of the following describes a scenario in which a data team will want to utilize cluster pools?,"A. An automated report needs to be refreshed as quickly as possible.
B. An automated report needs to be made reproducible.
C. An automated report needs to be tested to identify errors.
D. An automated report needs to be version-controlled across multiple collaborators.
E. An automated report needs to be runnable by all stakeholders.",5,A,A,A (98%) | 2%,34,https://www.examtopics.com/discussions/databricks/view/104728-exam-certified-data-engineer-associate-topic-1-question-2/,17
85,1,"A data engineer needs to create a table in Databricks using data from their organization’s existing SQLite database.
They run the following command:
//IMG//

Which of the following lines of code fills in the above blank to successfully complete the task?","A. org.apache.spark.sql.jdbc
B. autoloader
C. DELTA
D. sqlite
E. org.apache.spark.sql.sqlite",5,A,A,A (100%),18,https://www.examtopics.com/discussions/databricks/view/104862-exam-certified-data-engineer-associate-topic-1-question-20/,17
86,1,"A data engineering team has two tables. The first table march_transactions is a collection of all retail transactions in the month of March. The second table april_transactions is a collection of all retail transactions in the month of April. There are no duplicate records between the tables.
Which of the following commands should be run to create a new table all_transactions that contains all records from march_transactions and april_transactions without duplicate records?","A. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
INNER JOIN SELECT * FROM april_transactions;
B. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
UNION SELECT * FROM april_transactions;
C. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
OUTER JOIN SELECT * FROM april_transactions;
D. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
INTERSECT SELECT * from april_transactions;
E. CREATE TABLE all_transactions AS
SELECT * FROM march_transactions
MERGE SELECT * FROM april_transactions;",5,B,B,B (100%),10,https://www.examtopics.com/discussions/databricks/view/104760-exam-certified-data-engineer-associate-topic-1-question-21/,18
87,1,"A data engineer only wants to execute the final block of a Python program if the Python variable day_of_week is equal to 1 and the Python variable review_period is True.
Which of the following control flow statements should the data engineer use to begin this conditionally executed code block?","A. if day_of_week = 1 and review_period:
B. if day_of_week = 1 and review_period = ""True"":
C. if day_of_week == 1 and review_period == ""True"":
D. if day_of_week == 1 and review_period:
E. if day_of_week = 1 & review_period: = ""True"":",5,D,D,D (95%) | 5%,18,https://www.examtopics.com/discussions/databricks/view/105262-exam-certified-data-engineer-associate-topic-1-question-22/,18
88,1,"A data engineer is attempting to drop a Spark SQL table my_table. The data engineer wants to delete all table metadata and data.
They run the following command:

DROP TABLE IF EXISTS my_table -
While the object no longer appears when they run SHOW TABLES, the data files still exist.
Which of the following describes why the data files still exist and the metadata files were deleted?","A. The table’s data was larger than 10 GB
B. The table’s data was smaller than 10 GB
C. The table was external
D. The table did not have a location
E. The table was managed",5,C,C,C (100%),7,https://www.examtopics.com/discussions/databricks/view/104761-exam-certified-data-engineer-associate-topic-1-question-23/,18
89,1,"A data engineer wants to create a data entity from a couple of tables. The data entity must be used by other data engineers in other sessions. It also must be saved to a physical location.
Which of the following data entities should the data engineer create?","A. Database
B. Function
C. View
D. Temporary view
E. Table",5,E,E,E (81%) | C (19%),25,https://www.examtopics.com/discussions/databricks/view/104762-exam-certified-data-engineer-associate-topic-1-question-24/,18
90,1,"A data engineer is maintaining a data pipeline. Upon data ingestion, the data engineer notices that the source data is starting to have a lower level of quality. The data engineer would like to automate the process of monitoring the quality level.
Which of the following tools can the data engineer use to solve this problem?","A. Unity Catalog
B. Data Explorer
C. Delta Lake
D. Delta Live Tables
E. Auto Loader",5,D,D,D (95%) | 5%,13,https://www.examtopics.com/discussions/databricks/view/104764-exam-certified-data-engineer-associate-topic-1-question-25/,18
91,1,"A Delta Live Table pipeline includes two datasets defined using STREAMING LIVE TABLE. Three datasets are defined against Delta Lake table sources using LIVE TABLE.
The table is configured to run in Production mode using the Continuous Pipeline Mode.
Assuming previously unprocessed data exists and all definitions are valid, what is the expected outcome after clicking Start to update the pipeline?","A. All datasets will be updated at set intervals until the pipeline is shut down. The compute resources will persist to allow for additional testing.
B. All datasets will be updated once and the pipeline will persist without any processing. The compute resources will persist but go unused.
C. All datasets will be updated at set intervals until the pipeline is shut down. The compute resources will be deployed for the update and terminated when the pipeline is stopped.
D. All datasets will be updated once and the pipeline will shut down. The compute resources will be terminated.
E. All datasets will be updated once and the pipeline will shut down. The compute resources will persist to allow for additional testing.",5,C,C,C (100%),15,https://www.examtopics.com/discussions/databricks/view/104767-exam-certified-data-engineer-associate-topic-1-question-26/,19
92,1,"In order for Structured Streaming to reliably track the exact progress of the processing so that it can handle any kind of failure by restarting and/or reprocessing, which of the following two approaches is used by Spark to record the offset range of the data being processed in each trigger?","A. Checkpointing and Write-ahead Logs
B. Structured Streaming cannot record the offset range of the data being processed in each trigger.
C. Replayable Sources and Idempotent Sinks
D. Write-ahead Logs and Idempotent Sinks
E. Checkpointing and Idempotent Sinks",5,A,A,A (78%) | E (22%),28,https://www.examtopics.com/discussions/databricks/view/104770-exam-certified-data-engineer-associate-topic-1-question-27/,19
93,1,Which of the following describes the relationship between Gold tables and Silver tables?,"A. Gold tables are more likely to contain aggregations than Silver tables.
B. Gold tables are more likely to contain valuable data than Silver tables.
C. Gold tables are more likely to contain a less refined view of data than Silver tables.
D. Gold tables are more likely to contain more data than Silver tables.
E. Gold tables are more likely to contain truthful data than Silver tables.",5,A,A,A (88%) | 12%,20,https://www.examtopics.com/discussions/databricks/view/104772-exam-certified-data-engineer-associate-topic-1-question-28/,19
94,1,Which of the following describes the relationship between Bronze tables and raw data?,"A. Bronze tables contain less data than raw data files.
B. Bronze tables contain more truthful data than raw data.
C. Bronze tables contain aggregates while raw data is unaggregated.
D. Bronze tables contain a less refined view of data than raw data.
E. Bronze tables contain raw data with a schema applied.",5,E,E,E (100%),13,https://www.examtopics.com/discussions/databricks/view/104780-exam-certified-data-engineer-associate-topic-1-question-29/,19
95,1,Which of the following is hosted completely in the control plane of the classic Databricks architecture?,"A. Worker node
B. JDBC data source
C. Databricks web application
D. Databricks Filesystem
E. Driver node",5,C,C,C (98%) | 2%,36,https://www.examtopics.com/discussions/databricks/view/104049-exam-certified-data-engineer-associate-topic-1-question-3/,19
96,1,Which of the following tools is used by Auto Loader process data incrementally?,"A. Checkpointing
B. Spark Structured Streaming
C. Data Explorer
D. Unity Catalog
E. Databricks SQL",5,B,B,B (87%) | 13%,14,https://www.examtopics.com/discussions/databricks/view/104781-exam-certified-data-engineer-associate-topic-1-question-30/,20
97,1,"A data engineer has configured a Structured Streaming job to read from a table, manipulate the data, and then perform a streaming write into a new table.
The cade block used by the data engineer is below:
//IMG//

If the data engineer only wants the query to execute a micro-batch to process data every 5 seconds, which of the following lines of code should the data engineer use to fill in the blank?","A. trigger(""5 seconds"")
B. trigger()
C. trigger(once=""5 seconds"")
D. trigger(processingTime=""5 seconds"")
E. trigger(continuous=""5 seconds"")",5,D,D,D (100%),10,https://www.examtopics.com/discussions/databricks/view/104854-exam-certified-data-engineer-associate-topic-1-question-31/,20
98,1,"A dataset has been defined using Delta Live Tables and includes an expectations clause:
CONSTRAINT valid_timestamp EXPECT (timestamp > '2020-01-01') ON VIOLATION DROP ROW
What is the expected behavior when a batch of data containing data that violates these constraints is processed?","A. Records that violate the expectation are dropped from the target dataset and loaded into a quarantine table.
B. Records that violate the expectation are added to the target dataset and flagged as invalid in a field added to the target dataset.
C. Records that violate the expectation are dropped from the target dataset and recorded as invalid in the event log.
D. Records that violate the expectation are added to the target dataset and recorded as invalid in the event log.
E. Records that violate the expectation cause the job to fail.",5,C,C,C (100%),17,https://www.examtopics.com/discussions/databricks/view/104855-exam-certified-data-engineer-associate-topic-1-question-32/,20
99,1,Which of the following describes when to use the CREATE STREAMING LIVE TABLE (formerly CREATE INCREMENTAL LIVE TABLE) syntax over the CREATE LIVE TABLE syntax when creating Delta Live Tables (DLT) tables using SQL?,"A. CREATE STREAMING LIVE TABLE should be used when the subsequent step in the DLT pipeline is static.
B. CREATE STREAMING LIVE TABLE should be used when data needs to be processed incrementally.
C. CREATE STREAMING LIVE TABLE is redundant for DLT and it does not need to be used.
D. CREATE STREAMING LIVE TABLE should be used when data needs to be processed through complicated aggregations.
E. CREATE STREAMING LIVE TABLE should be used when the previous step in the DLT pipeline is static.",5,B,B,B (100%),9,https://www.examtopics.com/discussions/databricks/view/104856-exam-certified-data-engineer-associate-topic-1-question-33/,20
100,1,"A data engineer is designing a data pipeline. The source system generates files in a shared directory that is also used by other processes. As a result, the files should be kept as is and will accumulate in the directory. The data engineer needs to identify which files are new since the previous run in the pipeline, and set up the pipeline to only ingest those new files with each run.
Which of the following tools can the data engineer use to solve this problem?","A. Unity Catalog
B. Delta Lake
C. Databricks SQL
D. Data Explorer
E. Auto Loader",5,E,E,E (100%),9,https://www.examtopics.com/discussions/databricks/view/104857-exam-certified-data-engineer-associate-topic-1-question-34/,20
101,1,Which of the following Structured Streaming queries is performing a hop from a Silver table to a Gold table?,"A. 
B. 
C. 
D. 
E. ",5,E,E,E (100%),10,https://www.examtopics.com/discussions/databricks/view/104858-exam-certified-data-engineer-associate-topic-1-question-35/,21
102,1,"A data engineer has three tables in a Delta Live Tables (DLT) pipeline. They have configured the pipeline to drop invalid records at each table. They notice that some data is being dropped due to quality concerns at some point in the DLT pipeline. They would like to determine at which table in their pipeline the data is being dropped.
Which of the following approaches can the data engineer take to identify the table that is dropping the records?","A. They can set up separate expectations for each table when developing their DLT pipeline.
B. They cannot determine which table is dropping the records.
C. They can set up DLT to notify them via email when records are dropped.
D. They can navigate to the DLT pipeline page, click on each table, and view the data quality statistics.
E. They can navigate to the DLT pipeline page, click on the “Error” button, and review the present errors.",5,D,D,D (100%),11,https://www.examtopics.com/discussions/databricks/view/105325-exam-certified-data-engineer-associate-topic-1-question-36/,21
103,1,"A data engineer has a single-task Job that runs each morning before they begin working. After identifying an upstream data issue, they need to set up another task to run a new notebook prior to the original task.
Which of the following approaches can the data engineer use to set up the new task?","A. They can clone the existing task in the existing Job and update it to run the new notebook.
B. They can create a new task in the existing Job and then add it as a dependency of the original task.
C. They can create a new task in the existing Job and then add the original task as a dependency of the new task.
D. They can create a new job from scratch and add both tasks to run concurrently.
E. They can clone the existing task to a new Job and then edit it to run the new notebook.",5,B,B,B (65%) | C (35%),44,https://www.examtopics.com/discussions/databricks/view/105268-exam-certified-data-engineer-associate-topic-1-question-37/,21
104,1,"An engineering manager wants to monitor the performance of a recent project using a Databricks SQL query. For the first week following the project’s release, the manager wants the query results to be updated every minute. However, the manager is concerned that the compute resources used for the query will be left running and cost the organization a lot of money beyond the first week of the project’s release.
Which of the following approaches can the engineering team use to ensure the query does not cost the organization any money beyond the first week of the project’s release?","A. They can set a limit to the number of DBUs that are consumed by the SQL Endpoint.
B. They can set the query’s refresh schedule to end after a certain number of refreshes.
C. They cannot ensure the query does not cost the organization money beyond the first week of the project’s release.
D. They can set a limit to the number of individuals that are able to manage the query’s refresh schedule.
E. They can set the query’s refresh schedule to end on a certain date in the query scheduler.",5,E,E,E (78%) | C (20%) | 2%,25,https://www.examtopics.com/discussions/databricks/view/105269-exam-certified-data-engineer-associate-topic-1-question-38/,21
105,1,"A data analysis team has noticed that their Databricks SQL queries are running too slowly when connected to their always-on SQL endpoint. They claim that this issue is present when many members of the team are running small queries simultaneously. They ask the data engineering team for help. The data engineering team notices that each of the team’s queries uses the same SQL endpoint.
Which of the following approaches can the data engineering team use to improve the latency of the team’s queries?","A. They can increase the cluster size of the SQL endpoint.
B. They can increase the maximum bound of the SQL endpoint’s scaling range.
C. They can turn on the Auto Stop feature for the SQL endpoint.
D. They can turn on the Serverless feature for the SQL endpoint.
E. They can turn on the Serverless feature for the SQL endpoint and change the Spot Instance Policy to “Reliability Optimized.”",5,B,B,B (59%) | A (35%) | 6%,32,https://www.examtopics.com/discussions/databricks/view/104898-exam-certified-data-engineer-associate-topic-1-question-39/,21
106,1,Which of the following benefits of using the Databricks Lakehouse Platform is provided by Delta Lake?,"A. The ability to manipulate the same data using a variety of languages
B. The ability to collaborate in real time on a single notebook
C. The ability to set up alerts for query failures
D. The ability to support batch and streaming workloads
E. The ability to distribute complex data operations",5,D,D,D (100%),17,https://www.examtopics.com/discussions/databricks/view/104733-exam-certified-data-engineer-associate-topic-1-question-4/,22
107,1,"A data engineer wants to schedule their Databricks SQL dashboard to refresh once per day, but they only want the associated SQL endpoint to be running when it is necessary.
Which of the following approaches can the data engineer use to minimize the total running time of the SQL endpoint used in the refresh schedule of their dashboard?","A. They can ensure the dashboard’s SQL endpoint matches each of the queries’ SQL endpoints.
B. They can set up the dashboard’s SQL endpoint to be serverless.
C. They can turn on the Auto Stop feature for the SQL endpoint.
D. They can reduce the cluster size of the SQL endpoint.
E. They can ensure the dashboard’s SQL endpoint is not one of the included query’s SQL endpoint.",5,C,C,C (100%),12,https://www.examtopics.com/discussions/databricks/view/104899-exam-certified-data-engineer-associate-topic-1-question-40/,22
108,1,"A data engineer has been using a Databricks SQL dashboard to monitor the cleanliness of the input data to an ELT job. The ELT job has its Databricks SQL query that returns the number of input records containing unexpected NULL values. The data engineer wants their entire team to be notified via a messaging webhook whenever this value reaches 100.
Which of the following approaches can the data engineer use to notify their entire team via a messaging webhook whenever the number of NULL values reaches 100?","A. They can set up an Alert with a custom template.
B. They can set up an Alert with a new email alert destination.
C. They can set up an Alert with a new webhook alert destination.
D. They can set up an Alert with one-time notifications.
E. They can set up an Alert without notifications.",5,C,C,C (100%),6,https://www.examtopics.com/discussions/databricks/view/104900-exam-certified-data-engineer-associate-topic-1-question-41/,22
109,1,"A single Job runs two notebooks as two separate tasks. A data engineer has noticed that one of the notebooks is running slowly in the Job’s current run. The data engineer asks a tech lead for help in identifying why this might be the case.
Which of the following approaches can the tech lead use to identify why the notebook is running slowly as part of the Job?","A. They can navigate to the Runs tab in the Jobs UI to immediately review the processing notebook.
B. They can navigate to the Tasks tab in the Jobs UI and click on the active run to review the processing notebook.
C. They can navigate to the Runs tab in the Jobs UI and click on the active run to review the processing notebook.
D. There is no way to determine why a Job task is running slowly.
E. They can navigate to the Tasks tab in the Jobs UI to immediately review the processing notebook.",5,C,C,C (88%) | 13%,11,https://www.examtopics.com/discussions/databricks/view/105272-exam-certified-data-engineer-associate-topic-1-question-42/,22
110,1,"A data engineer has a Job with multiple tasks that runs nightly. Each of the tasks runs slowly because the clusters take a long time to start.
Which of the following actions can the data engineer perform to improve the start up time for the clusters used for the Job?","A. They can use endpoints available in Databricks SQL
B. They can use jobs clusters instead of all-purpose clusters
C. They can configure the clusters to be single-node
D. They can use clusters that are from a cluster pool
E. They can configure the clusters to autoscale for larger data sizes",5,D,D,D (92%) | 8%,11,https://www.examtopics.com/discussions/databricks/view/104901-exam-certified-data-engineer-associate-topic-1-question-43/,22
111,1,"A new data engineering team team. has been assigned to an ELT project. The new data engineering team will need full privileges on the database customers to fully manage the project.
Which of the following commands can be used to grant full permissions on the database to the new data engineering team?","A. GRANT USAGE ON DATABASE customers TO team;
B. GRANT ALL PRIVILEGES ON DATABASE team TO customers;
C. GRANT SELECT PRIVILEGES ON DATABASE customers TO teams;
D. GRANT SELECT CREATE MODIFY USAGE PRIVILEGES ON DATABASE customers TO team;
E. GRANT ALL PRIVILEGES ON DATABASE customers TO team;",5,E,E,E (86%) | 14%,12,https://www.examtopics.com/discussions/databricks/view/104902-exam-certified-data-engineer-associate-topic-1-question-44/,23
112,1,"A new data engineering team has been assigned to work on a project. The team will need access to database customers in order to see what tables already exist. The team has its own group team.
Which of the following commands can be used to grant the necessary permission on the entire database to the new team?","A. GRANT VIEW ON CATALOG customers TO team;
B. GRANT CREATE ON DATABASE customers TO team;
C. GRANT USAGE ON CATALOG team TO customers;
D. GRANT CREATE ON DATABASE team TO customers;
E. GRANT USAGE ON DATABASE customers TO team;",5,E,E,E (78%) | A (18%) | 5%,24,https://www.examtopics.com/discussions/databricks/view/104870-exam-certified-data-engineer-associate-topic-1-question-45/,23
113,1,"A data engineer is running code in a Databricks Repo that is cloned from a central Git repository. A colleague of the data engineer informs them that changes have been made and synced to the central Git repository. The data engineer now needs to sync their Databricks Repo to get the changes from the central Git repository.

Which of the following Git operations does the data engineer need to run to accomplish this task?","A. Merge
B. Push
C. Pull
D. Commit
E. Clone",5,C,C,C (100%),3,https://www.examtopics.com/discussions/databricks/view/124124-exam-certified-data-engineer-associate-topic-1-question-46/,23
114,1,Which of the following is a benefit of the Databricks Lakehouse Platform embracing open source technologies?,"A. Cloud-specific integrations
B. Simplified governance
C. Ability to scale storage
D. Ability to scale workloads
E. Avoiding vendor lock-in",5,E,E,E (100%),6,https://www.examtopics.com/discussions/databricks/view/124066-exam-certified-data-engineer-associate-topic-1-question-47/,23
115,1,"A data engineer needs to use a Delta table as part of a data pipeline, but they do not know if they have the appropriate permissions.

In which of the following locations can the data engineer review their permissions on the table?","A. Databricks Filesystem
B. Jobs
C. Dashboards
D. Repos
E. Data Explorer",5,E,E,E (100%),4,https://www.examtopics.com/discussions/databricks/view/124368-exam-certified-data-engineer-associate-topic-1-question-48/,23
